StaffID,Day,StartTime,EndTime,BreakTime
271,Monday,13:57:24,0:10:52,9:43:43
272,Tuesday,6:23:01,17:59:13,17:07:03
273,Monday,0:32:03,7:58:05,23:22:21
274,Thursday,5:20:48,7:26:57,8:07:20
275,Wednesday,4:42:38,13:14:31,18:27:02
276,Wednesday,20:46:04,20:07:13,20:57:50
277,Monday,5:12:01,10:57:08,17:07:37
278,Friday,1:40:19,1:57:36,6:09:10
279,Wednesday,5:45:58,18:46:15,15:19:34
280,Friday,0:08:18,12:25:10,6:04:12
281,Thursday,18:49:59,20:54:44,2:23:20
282,Monday,17:42:11,17:35:09,19:56:16
283,Tuesday,6:24:09,16:55:19,0:03:44
284,Monday,15:03:35,5:57:46,17:39:18
285,Friday,7:40:24,10:13:14,6:26:51
286,Monday,10:10:03,15:11:31,17:19:40
287,Thursday,10:19:34,19:35:15,18:58:25
288,Wednesday,22:53:20,17:25:14,21:33:24
289,Monday,14:20:18,23:00:28,5:17:55
290,Monday,15:18:29,1:56:46,8:03:48
291,Thursday,3:04:43,22:26:06,10:01:51
292,Friday,1:33:21,11:03:46,13:40:40
293,Monday,13:57:11,5:26:18,19:02:53
294,Thursday,2:26:12,1:03:07,3:32:17
295,Monday,1:01:47,8:35:21,20:20:01
296,Thursday,11:57:54,1:08:23,17:52:41
297,Friday,5:45:38,8:51:14,7:37:20
298,Friday,13:43:50,9:04:08,18:11:41
299,Wednesday,13:51:59,15:37:37,0:09:40
300,Tuesday,7:13:23,13:55:46,12:00:06
301,Tuesday,21:20:56,19:40:48,13:27:49
302,Thursday,2:50:22,8:40:20,6:16:04
303,Wednesday,7:01:06,0:42:15,11:30:13
304,Monday,11:06:07,5:00:41,4:20:33
305,Wednesday,12:37:45,21:09:06,13:01:39
306,Monday,19:32:53,23:59:18,21:28:45
307,Thursday,22:26:31,21:47:41,20:43:44
308,Tuesday,13:05:55,8:04:40,6:00:29
309,Tuesday,3:55:28,15:17:30,3:07:49
310,Friday,4:17:58,10:07:24,11:43:37
311,Wednesday,16:19:42,9:34:58,4:20:09
312,Friday,13:29:18,22:26:48,21:10:09
313,Tuesday,2:32:10,23:26:22,3:49:30
314,Friday,5:06:28,2:59:42,10:42:47
315,Wednesday,11:02:47,16:37:41,23:09:53
316,Friday,1:58:25,6:20:17,13:19:05
317,Monday,3:11:14,22:09:13,14:08:08
318,Friday,23:29:18,0:06:39,5:26:30
319,Wednesday,5:36:46,5:49:51,22:25:32
320,Wednesday,14:32:26,16:10:43,11:29:56
321,Tuesday,7:54:00,17:35:16,21:13:37
322,Wednesday,6:14:04,3:22:30,1:13:07
323,Wednesday,22:25:47,15:06:41,4:08:25
324,Wednesday,20:14:33,6:56:09,0:33:09
325,Friday,16:18:23,20:57:35,15:03:13
326,Friday,14:47:59,9:05:36,12:31:26
327,Friday,10:36:07,13:34:40,19:13:21
328,Friday,12:10:29,7:28:23,4:49:55
329,Friday,17:40:47,8:35:09,14:49:38
330,Monday,19:20:32,7:53:03,10:15:58
331,Tuesday,20:00:21,1:54:26,8:04:20
332,Wednesday,21:49:30,7:52:33,11:46:42
333,Tuesday,9:38:53,0:07:24,15:55:56
334,Wednesday,6:49:09,5:45:58,12:00:44
335,Tuesday,13:10:17,23:43:34,1:50:24
336,Monday,21:08:10,9:34:30,15:00:47
337,Wednesday,1:34:23,3:32:07,14:22:23
338,Monday,14:20:55,18:41:19,7:36:05
339,Friday,13:22:44,21:27:11,3:31:09
340,Wednesday,22:32:58,5:44:59,6:51:42
341,Monday,19:53:16,20:06:54,11:50:27
342,Wednesday,19:47:48,18:52:16,15:34:57
343,Monday,8:51:37,2:03:24,11:08:00
344,Tuesday,14:09:02,21:11:03,21:37:15
345,Monday,21:50:16,4:49:20,16:26:29
346,Thursday,22:54:01,21:22:39,13:34:34
347,Wednesday,9:03:22,18:41:57,20:34:54
348,Thursday,16:54:21,5:30:16,21:06:57
349,Tuesday,0:57:47,1:43:09,21:58:11
350,Monday,22:24:44,20:18:09,9:57:54
351,Thursday,4:18:46,21:00:01,7:04:58
352,Tuesday,10:53:44,4:58:06,8:15:15
353,Monday,8:05:18,2:32:59,5:23:46
354,Wednesday,18:05:03,14:06:08,3:09:50
355,Wednesday,11:57:20,5:32:47,11:16:00
356,Wednesday,6:04:13,6:31:12,18:56:50
357,Tuesday,6:54:58,5:57:44,22:16:28
358,Wednesday,17:53:36,0:25:36,18:25:33
359,Friday,21:09:58,15:24:59,14:47:26
360,Monday,12:18:31,14:00:14,15:56:41
361,Tuesday,8:57:22,15:13:12,15:26:38
362,Monday,19:19:56,21:32:31,21:33:38
363,Wednesday,8:01:33,23:26:46,8:40:47
364,Monday,5:59:18,9:25:03,17:00:08
365,Monday,6:59:25,10:24:13,11:56:25
366,Friday,9:54:35,4:21:47,13:49:48
367,Tuesday,12:24:36,9:05:44,9:05:19
368,Monday,0:56:01,4:02:15,11:37:52
369,Thursday,15:09:43,8:22:00,9:34:09
370,Tuesday,6:23:12,0:13:09,21:10:37
371,Wednesday,5:07:47,15:13:15,3:18:37
372,Monday,11:56:02,6:45:02,22:52:48
373,Monday,16:00:42,0:30:12,23:22:53
374,Tuesday,15:01:47,7:39:11,13:41:01
375,Thursday,19:03:47,19:30:17,12:14:06
376,Wednesday,11:18:47,22:23:03,13:42:26
377,Friday,20:27:32,21:12:19,2:27:23
378,Thursday,18:20:15,15:43:22,9:04:09
379,Tuesday,4:21:55,22:32:42,0:52:56
380,Friday,18:16:30,10:14:28,2:35:25
381,Monday,20:15:08,17:54:34,22:33:09
382,Tuesday,0:37:30,20:06:38,9:01:07
383,Monday,19:41:59,14:23:27,9:34:36
384,Tuesday,7:04:26,15:56:36,11:24:54
385,Thursday,9:14:32,20:47:47,13:10:45
386,Tuesday,6:42:43,23:15:05,15:42:10
387,Wednesday,22:30:27,12:09:37,10:19:01
388,Monday,14:20:14,9:36:25,17:00:12
389,Friday,19:16:32,16:55:18,4:56:58
390,Thursday,13:23:36,4:33:32,3:48:06
391,Tuesday,9:03:09,5:01:59,12:44:46
392,Tuesday,9:13:16,10:28:14,17:55:00
393,Wednesday,2:01:21,13:25:07,16:54:58
394,Tuesday,23:32:16,11:56:41,15:47:36
395,Thursday,17:02:30,9:32:12,14:52:16
396,Monday,1:37:30,8:29:28,12:22:11
397,Thursday,19:08:40,15:21:49,4:41:43
398,Wednesday,15:09:50,12:41:44,8:26:27
399,Monday,3:15:06,7:58:47,21:33:38
400,Friday,10:36:22,5:59:38,19:58:10
401,Thursday,12:45:16,17:44:09,15:53:38
402,Monday,20:22:22,8:32:13,19:37:02
403,Monday,11:06:43,9:07:48,12:51:26
404,Tuesday,22:27:07,4:25:28,15:09:45
405,Monday,0:34:07,12:44:41,15:20:30
406,Monday,2:23:27,23:50:17,14:42:53
407,Thursday,4:21:41,8:25:28,23:45:05
408,Monday,16:50:31,13:45:45,22:03:27
409,Thursday,12:24:18,16:32:44,10:05:59
410,Tuesday,5:13:57,12:14:18,5:41:13
411,Thursday,6:18:39,8:54:27,9:27:45
412,Friday,5:34:02,23:04:54,0:32:56
413,Wednesday,4:10:22,12:40:50,15:13:22
414,Tuesday,17:14:45,23:19:12,9:15:11
415,Monday,19:48:12,1:02:35,13:06:58
416,Wednesday,22:30:37,13:12:54,3:48:18
417,Monday,5:20:36,16:14:43,3:45:42
418,Tuesday,7:56:23,19:39:48,0:58:46
419,Monday,2:09:03,17:31:49,18:15:57
420,Monday,2:40:41,15:47:22,22:22:24
421,Friday,9:44:09,9:36:49,20:14:43
422,Tuesday,0:43:51,19:43:17,23:26:27
423,Wednesday,4:21:08,15:46:06,6:25:26
424,Friday,22:59:10,15:05:16,12:39:48
425,Tuesday,3:58:55,19:28:42,6:20:57
426,Thursday,0:00:23,9:19:15,2:11:00
427,Thursday,6:57:41,12:41:53,11:34:31
428,Monday,19:45:36,20:15:41,16:06:36
429,Monday,23:15:58,0:52:52,21:31:48
430,Monday,11:20:25,6:01:55,17:51:42
431,Monday,19:06:30,19:39:10,10:48:01
432,Wednesday,19:37:40,18:02:22,8:25:43
433,Wednesday,10:45:37,4:57:27,4:35:15
434,Monday,15:38:51,16:25:32,12:31:06
435,Wednesday,0:30:49,6:22:48,1:04:59
436,Thursday,3:09:44,14:55:11,19:26:39
437,Monday,4:04:45,22:37:30,1:34:00
438,Friday,8:01:56,3:26:29,7:43:39
439,Thursday,3:42:01,11:02:39,21:24:23
440,Wednesday,7:48:10,14:12:40,16:54:45
441,Monday,15:53:12,14:59:14,6:47:15
442,Thursday,21:52:09,10:43:03,4:22:39
443,Friday,17:29:28,10:40:30,3:45:01
444,Tuesday,20:09:58,2:00:33,16:15:10
445,Wednesday,2:01:25,13:10:16,1:46:20
446,Tuesday,2:48:03,0:53:35,5:54:56
447,Wednesday,1:33:02,0:05:28,1:00:34
448,Thursday,10:45:48,19:24:50,15:40:44
449,Wednesday,5:51:40,6:06:21,8:34:55
450,Friday,10:29:53,19:27:57,12:25:48
451,Thursday,2:35:20,0:22:50,11:47:04
452,Thursday,14:56:32,7:00:08,20:23:52
453,Wednesday,17:18:41,15:35:47,1:32:19
454,Monday,20:47:09,14:06:01,8:46:07
455,Thursday,1:07:02,20:18:19,1:24:00
456,Tuesday,5:50:44,20:53:41,19:40:34
457,Friday,3:57:24,22:18:23,9:45:47
458,Monday,0:54:18,3:34:44,8:28:52
459,Tuesday,8:51:04,7:04:20,16:35:52
460,Friday,18:36:35,7:25:49,12:55:20
461,Thursday,12:43:16,8:53:39,11:47:05
462,Friday,22:39:11,15:21:55,13:29:03
463,Wednesday,2:37:15,12:58:04,13:38:50
464,Monday,14:40:27,3:46:09,15:31:44
465,Wednesday,7:46:10,9:17:55,20:19:47
466,Wednesday,6:45:41,4:07:07,17:16:09
467,Friday,16:19:44,5:24:52,21:16:22
468,Tuesday,15:17:20,18:15:53,6:28:40
469,Wednesday,9:00:17,6:09:26,19:33:48
470,Friday,8:40:00,9:29:41,9:26:51
471,Wednesday,0:42:37,1:18:32,7:12:29
472,Monday,18:55:18,16:17:07,12:55:48
473,Tuesday,21:51:32,16:32:00,2:19:40
474,Thursday,23:00:02,0:28:19,4:57:43
475,Wednesday,18:15:55,0:53:52,22:13:55
476,Tuesday,19:08:26,10:17:05,7:18:38
477,Monday,12:41:05,23:51:19,0:33:46
478,Friday,19:26:23,22:13:48,15:10:41
479,Thursday,9:06:34,8:32:56,10:40:58
480,Wednesday,19:26:25,23:43:20,22:38:28
481,Wednesday,9:57:15,2:27:26,13:23:03
482,Friday,17:47:15,7:28:19,14:12:01
483,Monday,4:07:08,15:38:20,11:13:05
484,Wednesday,3:23:00,16:48:20,11:20:15
485,Tuesday,18:50:43,23:28:48,17:08:33
486,Tuesday,2:23:21,6:13:12,15:16:51
487,Monday,5:37:16,4:18:29,14:46:04
488,Monday,21:39:15,11:28:32,9:05:00
489,Wednesday,19:28:56,15:42:52,6:40:39
490,Wednesday,13:53:00,3:10:11,16:37:26
491,Wednesday,1:19:16,1:16:58,14:57:29
492,Wednesday,16:47:33,5:05:20,16:15:18
493,Friday,9:51:14,15:43:35,17:19:52
494,Tuesday,15:38:36,18:15:17,4:51:52
495,Friday,11:47:46,3:21:16,11:31:45
496,Thursday,23:23:19,9:00:09,11:50:35
497,Monday,23:37:51,13:33:02,18:14:06
498,Wednesday,1:04:06,14:12:11,4:40:01
499,Monday,15:56:37,18:37:40,3:44:16
500,Thursday,17:36:37,1:35:15,16:37:55
501,Thursday,8:35:08,16:24:43,17:30:21
502,Wednesday,16:45:52,14:37:21,12:47:46
503,Thursday,23:02:37,12:22:03,20:07:46
504,Wednesday,0:59:24,22:22:59,12:11:33
505,Friday,5:37:12,11:36:36,1:31:02
506,Friday,17:42:45,8:52:05,2:51:30
507,Monday,6:29:36,1:58:38,21:51:56
508,Tuesday,2:45:27,17:42:46,19:10:04
509,Tuesday,17:38:46,0:11:35,11:39:47
510,Tuesday,23:41:24,10:16:56,1:08:13
511,Tuesday,2:59:03,20:14:26,8:14:26
512,Wednesday,0:26:51,22:55:50,20:25:32
513,Friday,12:49:28,1:54:17,1:37:57
514,Tuesday,21:15:32,20:40:28,10:38:12
515,Thursday,7:42:15,9:26:01,14:18:33
516,Tuesday,11:47:50,19:48:15,4:17:52
517,Wednesday,23:23:40,23:00:48,1:46:22
518,Thursday,4:14:28,20:52:13,10:34:57
519,Wednesday,6:05:13,17:33:35,4:37:14
520,Tuesday,20:35:27,3:50:46,5:54:01
521,Friday,8:23:36,1:15:04,1:55:56
522,Tuesday,4:01:07,8:35:32,14:16:52
523,Thursday,2:55:14,6:14:52,19:32:57
524,Friday,10:25:33,18:23:34,11:27:42
525,Tuesday,8:56:16,21:33:27,13:37:27
526,Thursday,9:04:57,21:46:36,23:24:34
527,Tuesday,16:54:26,5:44:41,3:55:25
528,Wednesday,0:26:58,22:15:50,19:36:44
529,Monday,23:54:12,16:40:42,5:07:01
530,Monday,6:21:10,20:14:49,18:51:48
531,Thursday,0:05:01,5:28:09,18:43:32
532,Thursday,2:22:23,17:39:09,6:03:45
533,Monday,1:59:47,13:50:41,1:37:21
534,Friday,11:38:30,14:10:31,20:20:15
535,Monday,13:35:18,16:57:21,0:02:22
536,Monday,18:32:48,12:12:25,17:12:36
537,Thursday,20:43:46,23:55:42,23:30:12
538,Monday,18:00:17,7:04:39,6:09:31
539,Friday,8:22:19,7:54:33,23:18:25
540,Tuesday,15:45:22,9:25:57,5:26:31
541,Wednesday,19:55:54,12:48:16,6:06:10
542,Monday,19:13:47,8:51:37,4:44:05
543,Tuesday,11:53:35,12:41:10,18:39:22
544,Tuesday,17:51:01,0:24:40,15:07:35
545,Tuesday,19:40:03,18:27:24,8:23:32
546,Tuesday,0:27:54,2:24:31,21:00:34
547,Monday,10:11:19,13:13:45,19:22:44
548,Friday,2:49:21,7:01:15,6:32:33
549,Tuesday,2:11:51,0:07:02,23:07:11
550,Monday,1:52:27,9:02:09,17:40:22
551,Friday,18:17:21,14:40:20,4:20:41
552,Wednesday,2:05:54,15:17:45,17:45:09
553,Thursday,21:44:06,12:40:02,20:26:49
554,Monday,12:54:27,0:02:42,4:26:02
555,Tuesday,19:18:33,4:04:55,13:04:28
556,Thursday,20:38:16,21:00:26,1:50:29
557,Thursday,1:11:37,13:47:12,3:25:42
558,Tuesday,2:47:18,1:59:08,14:49:17
