186,Tuesday,03:05:42,00:32:01,09:54:54
187,Tuesday,01:27:17,10:13:36,07:02:07
188,Wednesday,13:05:52,13:29:56,22:05:15
189,Friday,10:24:53,12:31:40,18:30:09
190,Wednesday,09:58:46,02:17:40,22:24:40
191,Friday,00:57:00,21:12:30,08:14:58
192,Thursday,08:47:22,12:26:53,14:57:01
193,Thursday,00:35:17,16:00:16,15:50:24
194,Thursday,02:12:44,02:48:36,11:32:56
195,Friday,01:59:31,12:27:48,19:27:23
196,Tuesday,01:07:02,13:21:44,11:27:13
197,Wednesday,02:47:14,16:07:19,07:36:01
198,Friday,15:36:43,11:39:39,00:40:24
199,Thursday,23:16:09,15:51:51,23:53:05
200,Thursday,23:47:58,07:37:24,20:32:03
201,Monday,00:15:32,02:01:58,14:43:25
202,Friday,11:17:28,18:40:05,11:58:43
203,Monday,14:52:21,07:25:49,03:59:36
204,Thursday,16:17:09,00:36:35,05:07:30
205,Friday,04:02:31,13:38:41,20:44:48
206,Monday,14:38:18,09:58:10,09:05:43
207,Friday,15:48:37,20:29:47,05:52:42
208,Friday,01:50:12,23:59:56,23:10:55
209,Thursday,18:43:46,18:26:16,08:26:27
210,Wednesday,14:45:50,22:21:40,22:14:19
211,Wednesday,01:11:22,18:42:53,20:42:59
212,Friday,10:19:02,15:42:06,22:24:27
213,Wednesday,13:00:51,04:10:35,14:05:37
214,Thursday,06:25:18,13:59:52,12:00:48
215,Tuesday,05:27:05,19:36:32,23:12:01
216,Thursday,13:16:19,16:56:59,14:42:34
217,Friday,07:20:25,19:12:21,12:07:07
218,Tuesday,09:35:05,07:08:44,22:55:24
219,Tuesday,18:48:34,05:26:30,20:56:01
220,Friday,10:48:41,08:15:56,06:52:12
221,Wednesday,19:09:51,21:35:03,10:19:54
222,Friday,21:02:17,18:30:27,12:14:01
223,Wednesday,01:44:15,09:03:04,10:49:13
224,Tuesday,21:35:04,20:45:10,00:10:57
225,Wednesday,16:22:04,15:35:43,15:11:42
226,Tuesday,16:13:57,06:08:42,06:12:17
227,Thursday,20:51:15,10:51:29,07:18:32
228,Friday,07:55:29,20:44:13,04:17:40
229,Tuesday,00:20:13,05:44:11,22:41:00
230,Tuesday,06:38:59,20:35:40,06:30:03
231,Friday,20:50:39,23:40:47,01:11:10
232,Tuesday,03:17:55,15:25:17,15:40:47
233,Tuesday,14:34:27,00:07:11,18:25:09
234,Wednesday,15:35:21,09:43:28,00:15:25
235,Thursday,21:58:38,23:11:06,15:42:55
236,Friday,11:10:15,12:44:09,21:42:45
237,Friday,17:36:37,18:46:06,05:27:59
238,Wednesday,22:10:15,05:46:48,05:13:41
239,Thursday,08:25:34,11:29:37,19:08:24
240,Friday,13:31:43,09:20:42,02:05:32
241,Friday,23:38:57,19:38:00,22:56:57
242,Monday,20:56:33,12:56:53,08:43:35
243,Friday,18:35:07,09:23:47,03:39:48
244,Tuesday,11:51:28,21:56:36,00:05:19
245,Friday,14:52:24,08:20:41,11:26:12
246,Wednesday,18:45:04,06:54:41,14:47:30
247,Friday,01:44:44,09:16:44,05:42:02
248,Monday,05:18:25,10:46:18,09:19:00
249,Monday,17:03:14,00:50:07,19:29:06
250,Friday,05:07:34,22:43:12,21:42:16
251,Wednesday,13:22:30,07:19:51,00:24:04
252,Wednesday,01:30:50,21:03:12,10:42:37
253,Wednesday,16:51:53,23:17:48,00:22:46
254,Tuesday,16:51:15,00:31:28,23:17:58
255,Thursday,04:51:58,05:06:37,03:57:04
256,Friday,08:48:27,16:03:17,09:58:13
257,Friday,07:32:49,03:22:26,08:06:24
258,Tuesday,18:20:29,22:28:29,15:22:16
259,Thursday,09:16:51,22:41:56,17:10:37
260,Thursday,20:26:41,07:18:37,19:49:04
261,Friday,06:58:40,23:59:08,09:53:29
262,Monday,08:23:12,07:32:20,14:35:51
263,Monday,16:04:52,09:43:34,07:35:46
264,Tuesday,19:57:17,18:05:08,08:31:26
265,Tuesday,18:15:58,16:04:00,08:18:31
266,Tuesday,08:04:38,04:34:24,10:13:15
267,Thursday,23:55:11,21:58:35,21:19:38
268,Tuesday,00:41:20,05:09:18,11:43:03
269,Wednesday,09:59:31,22:19:43,14:02:44
270,Monday,20:52:55,21:17:51,15:47:56
271,Monday,13:57:24,00:10:52,09:43:43
272,Tuesday,06:23:01,17:59:13,17:07:03
273,Monday,00:32:03,07:58:05,23:22:21
274,Thursday,05:20:48,07:26:57,08:07:20
275,Wednesday,04:42:38,13:14:31,18:27:02
276,Wednesday,20:46:04,20:07:13,20:57:50
277,Monday,05:12:01,10:57:08,17:07:37
278,Friday,01:40:19,01:57:36,06:09:10
279,Wednesday,05:45:58,18:46:15,15:19:34
280,Friday,00:08:18,12:25:10,06:04:12
281,Thursday,18:49:59,20:54:44,02:23:20
282,Monday,17:42:11,17:35:09,19:56:16
283,Tuesday,06:24:09,16:55:19,00:03:44
284,Monday,15:03:35,05:57:46,17:39:18
285,Friday,07:40:24,10:13:14,06:26:51
286,Monday,10:10:03,15:11:31,17:19:40
287,Thursday,10:19:34,19:35:15,18:58:25
288,Wednesday,22:53:20,17:25:14,21:33:24
289,Monday,14:20:18,23:00:28,05:17:55
290,Monday,15:18:29,01:56:46,08:03:48
291,Thursday,03:04:43,22:26:06,10:01:51
292,Friday,01:33:21,11:03:46,13:40:40
293,Monday,13:57:11,05:26:18,19:02:53
294,Thursday,02:26:12,01:03:07,03:32:17
295,Monday,01:01:47,08:35:21,20:20:01
296,Thursday,11:57:54,01:08:23,17:52:41
297,Friday,05:45:38,08:51:14,07:37:20
298,Friday,13:43:50,09:04:08,18:11:41
299,Wednesday,13:51:59,15:37:37,00:09:40
300,Tuesday,07:13:23,13:55:46,12:00:06
301,Tuesday,21:20:56,19:40:48,13:27:49
302,Thursday,02:50:22,08:40:20,06:16:04
303,Wednesday,07:01:06,00:42:15,11:30:13
304,Monday,11:06:07,05:00:41,04:20:33
305,Wednesday,12:37:45,21:09:06,13:01:39
306,Monday,19:32:53,23:59:18,21:28:45
307,Thursday,22:26:31,21:47:41,20:43:44
308,Tuesday,13:05:55,08:04:40,06:00:29
309,Tuesday,03:55:28,15:17:30,03:07:49
310,Friday,04:17:58,10:07:24,11:43:37
311,Wednesday,16:19:42,09:34:58,04:20:09
312,Friday,13:29:18,22:26:48,21:10:09
313,Tuesday,02:32:10,23:26:22,03:49:30
314,Friday,05:06:28,02:59:42,10:42:47
315,Wednesday,11:02:47,16:37:41,23:09:53
316,Friday,01:58:25,06:20:17,13:19:05
317,Monday,03:11:14,22:09:13,14:08:08
318,Friday,23:29:18,00:06:39,05:26:30
319,Wednesday,05:36:46,05:49:51,22:25:32
320,Wednesday,14:32:26,16:10:43,11:29:56
321,Tuesday,07:54:00,17:35:16,21:13:37
322,Wednesday,06:14:04,03:22:30,01:13:07
323,Wednesday,22:25:47,15:06:41,04:08:25
324,Wednesday,20:14:33,06:56:09,00:33:09
325,Friday,16:18:23,20:57:35,15:03:13
326,Friday,14:47:59,09:05:36,12:31:26
327,Friday,10:36:07,13:34:40,19:13:21
328,Friday,12:10:29,07:28:23,04:49:55
329,Friday,17:40:47,08:35:09,14:49:38
330,Monday,19:20:32,07:53:03,10:15:58
331,Tuesday,20:00:21,01:54:26,08:04:20
332,Wednesday,21:49:30,07:52:33,11:46:42
333,Tuesday,09:38:53,00:07:24,15:55:56
334,Wednesday,06:49:09,05:45:58,12:00:44
335,Tuesday,13:10:17,23:43:34,01:50:24
336,Monday,21:08:10,09:34:30,15:00:47
337,Wednesday,01:34:23,03:32:07,14:22:23
338,Monday,14:20:55,18:41:19,07:36:05
339,Friday,13:22:44,21:27:11,03:31:09
340,Wednesday,22:32:58,05:44:59,06:51:42
341,Monday,19:53:16,20:06:54,11:50:27
342,Wednesday,19:47:48,18:52:16,15:34:57
343,Monday,08:51:37,02:03:24,11:08:00
344,Tuesday,14:09:02,21:11:03,21:37:15
345,Monday,21:50:16,04:49:20,16:26:29
346,Thursday,22:54:01,21:22:39,13:34:34
347,Wednesday,09:03:22,18:41:57,20:34:54
348,Thursday,16:54:21,05:30:16,21:06:57
349,Tuesday,00:57:47,01:43:09,21:58:11
350,Monday,22:24:44,20:18:09,09:57:54
351,Thursday,04:18:46,21:00:01,07:04:58
352,Tuesday,10:53:44,04:58:06,08:15:15
353,Monday,08:05:18,02:32:59,05:23:46
354,Wednesday,18:05:03,14:06:08,03:09:50
355,Wednesday,11:57:20,05:32:47,11:16:00
356,Wednesday,06:04:13,06:31:12,18:56:50
357,Tuesday,06:54:58,05:57:44,22:16:28
358,Wednesday,17:53:36,00:25:36,18:25:33
359,Friday,21:09:58,15:24:59,14:47:26
360,Monday,12:18:31,14:00:14,15:56:41
361,Tuesday,08:57:22,15:13:12,15:26:38
362,Monday,19:19:56,21:32:31,21:33:38
363,Wednesday,08:01:33,23:26:46,08:40:47
364,Monday,05:59:18,09:25:03,17:00:08
365,Monday,06:59:25,10:24:13,11:56:25
366,Friday,09:54:35,04:21:47,13:49:48
367,Tuesday,12:24:36,09:05:44,09:05:19
368,Monday,00:56:01,04:02:15,11:37:52
369,Thursday,15:09:43,08:22:00,09:34:09
370,Tuesday,06:23:12,00:13:09,21:10:37
371,Wednesday,05:07:47,15:13:15,03:18:37
372,Monday,11:56:02,06:45:02,22:52:48
373,Monday,16:00:42,00:30:12,23:22:53
374,Tuesday,15:01:47,07:39:11,13:41:01
375,Thursday,19:03:47,19:30:17,12:14:06
376,Wednesday,11:18:47,22:23:03,13:42:26
377,Friday,20:27:32,21:12:19,02:27:23
378,Thursday,18:20:15,15:43:22,09:04:09
379,Tuesday,04:21:55,22:32:42,00:52:56
380,Friday,18:16:30,10:14:28,02:35:25
381,Monday,20:15:08,17:54:34,22:33:09
382,Tuesday,00:37:30,20:06:38,09:01:07
383,Monday,19:41:59,14:23:27,09:34:36
384,Tuesday,07:04:26,15:56:36,11:24:54
385,Thursday,09:14:32,20:47:47,13:10:45
386,Tuesday,06:42:43,23:15:05,15:42:10
387,Wednesday,22:30:27,12:09:37,10:19:01
388,Monday,14:20:14,09:36:25,17:00:12
389,Friday,19:16:32,16:55:18,04:56:58
390,Thursday,13:23:36,04:33:32,03:48:06
391,Tuesday,09:03:09,05:01:59,12:44:46
392,Tuesday,09:13:16,10:28:14,17:55:00
393,Wednesday,02:01:21,13:25:07,16:54:58
394,Tuesday,23:32:16,11:56:41,15:47:36
395,Thursday,17:02:30,09:32:12,14:52:16
396,Monday,01:37:30,08:29:28,12:22:11
397,Thursday,19:08:40,15:21:49,04:41:43
398,Wednesday,15:09:50,12:41:44,08:26:27
399,Monday,03:15:06,07:58:47,21:33:38
400,Friday,10:36:22,05:59:38,19:58:10
401,Thursday,12:45:16,17:44:09,15:53:38
402,Monday,20:22:22,08:32:13,19:37:02
403,Monday,11:06:43,09:07:48,12:51:26
404,Tuesday,22:27:07,04:25:28,15:09:45
405,Monday,00:34:07,12:44:41,15:20:30
406,Monday,02:23:27,23:50:17,14:42:53
407,Thursday,04:21:41,08:25:28,23:45:05
408,Monday,16:50:31,13:45:45,22:03:27
409,Thursday,12:24:18,16:32:44,10:05:59
410,Tuesday,05:13:57,12:14:18,05:41:13
411,Thursday,06:18:39,08:54:27,09:27:45
412,Friday,05:34:02,23:04:54,00:32:56
413,Wednesday,04:10:22,12:40:50,15:13:22
414,Tuesday,17:14:45,23:19:12,09:15:11
415,Monday,19:48:12,01:02:35,13:06:58
416,Wednesday,22:30:37,13:12:54,03:48:18
417,Monday,05:20:36,16:14:43,03:45:42
418,Tuesday,07:56:23,19:39:48,00:58:46
419,Monday,02:09:03,17:31:49,18:15:57
420,Monday,02:40:41,15:47:22,22:22:24
421,Friday,09:44:09,09:36:49,20:14:43
422,Tuesday,00:43:51,19:43:17,23:26:27
423,Wednesday,04:21:08,15:46:06,06:25:26
424,Friday,22:59:10,15:05:16,12:39:48
425,Tuesday,03:58:55,19:28:42,06:20:57
426,Thursday,00:00:23,09:19:15,02:11:00
427,Thursday,06:57:41,12:41:53,11:34:31
428,Monday,19:45:36,20:15:41,16:06:36
429,Monday,23:15:58,00:52:52,21:31:48
430,Monday,11:20:25,06:01:55,17:51:42
431,Monday,19:06:30,19:39:10,10:48:01
432,Wednesday,19:37:40,18:02:22,08:25:43
433,Wednesday,10:45:37,04:57:27,04:35:15
434,Monday,15:38:51,16:25:32,12:31:06
435,Wednesday,00:30:49,06:22:48,01:04:59
436,Thursday,03:09:44,14:55:11,19:26:39
437,Monday,04:04:45,22:37:30,01:34:00
438,Friday,08:01:56,03:26:29,07:43:39
439,Thursday,03:42:01,11:02:39,21:24:23
440,Wednesday,07:48:10,14:12:40,16:54:45
441,Monday,15:53:12,14:59:14,06:47:15
442,Thursday,21:52:09,10:43:03,04:22:39
443,Friday,17:29:28,10:40:30,03:45:01
444,Tuesday,20:09:58,02:00:33,16:15:10
445,Wednesday,02:01:25,13:10:16,01:46:20
446,Tuesday,02:48:03,00:53:35,05:54:56
447,Wednesday,01:33:02,00:05:28,01:00:34
448,Thursday,10:45:48,19:24:50,15:40:44
449,Wednesday,05:51:40,06:06:21,08:34:55
450,Friday,10:29:53,19:27:57,12:25:48
451,Thursday,02:35:20,00:22:50,11:47:04
452,Thursday,14:56:32,07:00:08,20:23:52
453,Wednesday,17:18:41,15:35:47,01:32:19
454,Monday,20:47:09,14:06:01,08:46:07
455,Thursday,01:07:02,20:18:19,01:24:00
456,Tuesday,05:50:44,20:53:41,19:40:34
457,Friday,03:57:24,22:18:23,09:45:47
458,Monday,00:54:18,03:34:44,08:28:52
459,Tuesday,08:51:04,07:04:20,16:35:52
460,Friday,18:36:35,07:25:49,12:55:20
461,Thursday,12:43:16,08:53:39,11:47:05
462,Friday,22:39:11,15:21:55,13:29:03
463,Wednesday,02:37:15,12:58:04,13:38:50
464,Monday,14:40:27,03:46:09,15:31:44
465,Wednesday,07:46:10,09:17:55,20:19:47
466,Wednesday,06:45:41,04:07:07,17:16:09
467,Friday,16:19:44,05:24:52,21:16:22
468,Tuesday,15:17:20,18:15:53,06:28:40
469,Wednesday,09:00:17,06:09:26,19:33:48
470,Friday,08:40:00,09:29:41,09:26:51
471,Wednesday,00:42:37,01:18:32,07:12:29
472,Monday,18:55:18,16:17:07,12:55:48
473,Tuesday,21:51:32,16:32:00,02:19:40
474,Thursday,23:00:02,00:28:19,04:57:43
475,Wednesday,18:15:55,00:53:52,22:13:55
476,Tuesday,19:08:26,10:17:05,07:18:38
477,Monday,12:41:05,23:51:19,00:33:46
478,Friday,19:26:23,22:13:48,15:10:41
479,Thursday,09:06:34,08:32:56,10:40:58
480,Wednesday,19:26:25,23:43:20,22:38:28
481,Wednesday,09:57:15,02:27:26,13:23:03
482,Friday,17:47:15,07:28:19,14:12:01
483,Monday,04:07:08,15:38:20,11:13:05
484,Wednesday,03:23:00,16:48:20,11:20:15
485,Tuesday,18:50:43,23:28:48,17:08:33
486,Tuesday,02:23:21,06:13:12,15:16:51
487,Monday,05:37:16,04:18:29,14:46:04
488,Monday,21:39:15,11:28:32,09:05:00
489,Wednesday,19:28:56,15:42:52,06:40:39
490,Wednesday,13:53:00,03:10:11,16:37:26
491,Wednesday,01:19:16,01:16:58,14:57:29
492,Wednesday,16:47:33,05:05:20,16:15:18
493,Friday,09:51:14,15:43:35,17:19:52
494,Tuesday,15:38:36,18:15:17,04:51:52
495,Friday,11:47:46,03:21:16,11:31:45
496,Thursday,23:23:19,09:00:09,11:50:35
497,Monday,23:37:51,13:33:02,18:14:06
498,Wednesday,01:04:06,14:12:11,04:40:01
499,Monday,15:56:37,18:37:40,03:44:16
500,Thursday,17:36:37,01:35:15,16:37:55
501,Thursday,08:35:08,16:24:43,17:30:21
502,Wednesday,16:45:52,14:37:21,12:47:46
503,Thursday,23:02:37,12:22:03,20:07:46
504,Wednesday,00:59:24,22:22:59,12:11:33
505,Friday,05:37:12,11:36:36,01:31:02
506,Friday,17:42:45,08:52:05,02:51:30
507,Monday,06:29:36,01:58:38,21:51:56
508,Tuesday,02:45:27,17:42:46,19:10:04
509,Tuesday,17:38:46,00:11:35,11:39:47
510,Tuesday,23:41:24,10:16:56,01:08:13
511,Tuesday,02:59:03,20:14:26,08:14:26
512,Wednesday,00:26:51,22:55:50,20:25:32
513,Friday,12:49:28,01:54:17,01:37:57
514,Tuesday,21:15:32,20:40:28,10:38:12
515,Thursday,07:42:15,09:26:01,14:18:33
516,Tuesday,11:47:50,19:48:15,04:17:52
517,Wednesday,23:23:40,23:00:48,01:46:22
518,Thursday,04:14:28,20:52:13,10:34:57
519,Wednesday,06:05:13,17:33:35,04:37:14
520,Tuesday,20:35:27,03:50:46,05:54:01
521,Friday,08:23:36,01:15:04,01:55:56
522,Tuesday,04:01:07,08:35:32,14:16:52
523,Thursday,02:55:14,06:14:52,19:32:57
524,Friday,10:25:33,18:23:34,11:27:42
525,Tuesday,08:56:16,21:33:27,13:37:27
526,Thursday,09:04:57,21:46:36,23:24:34
527,Tuesday,16:54:26,05:44:41,03:55:25
528,Wednesday,00:26:58,22:15:50,19:36:44
529,Monday,23:54:12,16:40:42,05:07:01
530,Monday,06:21:10,20:14:49,18:51:48
531,Thursday,00:05:01,05:28:09,18:43:32
532,Thursday,02:22:23,17:39:09,06:03:45
533,Monday,01:59:47,13:50:41,01:37:21
534,Friday,11:38:30,14:10:31,20:20:15
535,Monday,13:35:18,16:57:21,00:02:22
536,Monday,18:32:48,12:12:25,17:12:36
537,Thursday,20:43:46,23:55:42,23:30:12
538,Monday,18:00:17,07:04:39,06:09:31
539,Friday,08:22:19,07:54:33,23:18:25
540,Tuesday,15:45:22,09:25:57,05:26:31
541,Wednesday,19:55:54,12:48:16,06:06:10
542,Monday,19:13:47,08:51:37,04:44:05
543,Tuesday,11:53:35,12:41:10,18:39:22
544,Tuesday,17:51:01,00:24:40,15:07:35
545,Tuesday,19:40:03,18:27:24,08:23:32
546,Tuesday,00:27:54,02:24:31,21:00:34
547,Monday,10:11:19,13:13:45,19:22:44
548,Friday,02:49:21,07:01:15,06:32:33
549,Tuesday,02:11:51,00:07:02,23:07:11
550,Monday,01:52:27,09:02:09,17:40:22
551,Friday,18:17:21,14:40:20,04:20:41
552,Wednesday,02:05:54,15:17:45,17:45:09
553,Thursday,21:44:06,12:40:02,20:26:49
554,Monday,12:54:27,00:02:42,04:26:02
555,Tuesday,19:18:33,04:04:55,13:04:28
556,Thursday,20:38:16,21:00:26,01:50:29
557,Thursday,01:11:37,13:47:12,03:25:42
558,Tuesday,02:47:18,01:59:08,14:49:17
559,Tuesday,15:53:56,03:24:49,16:46:27
